KO,Label,Entrez_hsa,Name,EC
K00318,"PRODH, fadM, putB",102724788,proline dehydrogenase ,1.5.5.2
K00319,mtd,-1,methylenetetrahydromethanopterin dehydrogenase ,1.5.98.1
K00320,mer,-1,"5,10-methylenetetrahydromethanopterin reductase ",1.5.98.2
K00322,"sthA, udhA",-1,"NAD(P) transhydrogenase ",1.6.1.1
K00323,NNT,23530,H+-translocating NAD(P) transhydrogenase ,1.6.1.2 7.1.1.1
K00324,pntA,-1,H+-translocating NAD(P) transhydrogenase subunit alpha ,1.6.1.2 7.1.1.1
K00325,pntB,-1,H+-translocating NAD(P) transhydrogenase subunit beta ,1.6.1.2 7.1.1.1
K00326,E1.6.2.2,51706,cytochrome-b5 reductase ,1.6.2.2
K00326,E1.6.2.2,1727,cytochrome-b5 reductase ,1.6.2.2
K00326,E1.6.2.2,51700,cytochrome-b5 reductase ,1.6.2.2
K00326,E1.6.2.2,606495,cytochrome-b5 reductase ,1.6.2.2
K00326,E1.6.2.2,51167,cytochrome-b5 reductase ,1.6.2.2
K00327,POR,5447,"NADPH-ferrihemoprotein reductase ",1.6.2.4
K00330,nuoA,-1,"NADH-quinone oxidoreductase subunit A ",7.1.1.2
K00331,nuoB,-1,"NADH-quinone oxidoreductase subunit B ",7.1.1.2
K00332,nuoC,-1,"NADH-quinone oxidoreductase subunit C ",7.1.1.2
K00333,nuoD,-1,"NADH-quinone oxidoreductase subunit D ",7.1.1.2
K00334,nuoE,-1,"NADH-quinone oxidoreductase subunit E ",7.1.1.2
K00335,nuoF,-1,"NADH-quinone oxidoreductase subunit F ",7.1.1.2
K00336,nuoG,-1,"NADH-quinone oxidoreductase subunit G ",7.1.1.2
K00337,nuoH,-1,"NADH-quinone oxidoreductase subunit H ",7.1.1.2
K00338,nuoI,-1,"NADH-quinone oxidoreductase subunit I ",7.1.1.2
K00339,nuoJ,-1,"NADH-quinone oxidoreductase subunit J ",7.1.1.2
K00340,nuoK,-1,"NADH-quinone oxidoreductase subunit K ",7.1.1.2
K00341,nuoL,-1,"NADH-quinone oxidoreductase subunit L ",7.1.1.2
K00342,nuoM,-1,"NADH-quinone oxidoreductase subunit M ",7.1.1.2
K00343,nuoN,-1,"NADH-quinone oxidoreductase subunit N ",7.1.1.2
K00344,"qor, CRYZ",1429,"NADPH:quinone reductase ",1.6.5.5
K00345,ndhS,-1,"NAD(P)H-quinone oxidoreductase subunit S, chloroplastic ",7.1.1.-
K00346,nqrA,-1,Na+-transporting NADH:ubiquinone oxidoreductase subunit A ,7.2.1.1
K00347,nqrB,-1,Na+-transporting NADH:ubiquinone oxidoreductase subunit B ,7.2.1.1
K00348,nqrC,-1,Na+-transporting NADH:ubiquinone oxidoreductase subunit C ,7.2.1.1
K00349,nqrD,-1,Na+-transporting NADH:ubiquinone oxidoreductase subunit D ,7.2.1.1
K00350,nqrE,-1,Na+-transporting NADH:ubiquinone oxidoreductase subunit E ,7.2.1.1
K00351,nqrF,-1,Na+-transporting NADH:ubiquinone oxidoreductase subunit F ,7.2.1.1
K00354,E1.6.99.1,-1,"NADPH2 dehydrogenase ",1.6.99.1
K00355,NQO1,1728,"NAD(P)H dehydrogenase (quinone) ",1.6.5.2
K00357,QDPR,5860,dihydropteridine reductase ,1.5.1.34
K00359,qorA,-1,"NADPH:quinone reductase ",1.6.5.5
K00360,nasB,-1,assimilatory nitrate reductase electron transfer subunit ,1.7.99.-
K00362,nirB,-1,nitrite reductase (NADH) large subunit ,1.7.1.15
K00363,nirD,-1,nitrite reductase (NADH) small subunit ,1.7.1.15
K00364,"E1.7.1.7, guaC",2766,GMP reductase ,1.7.1.7
K00364,"E1.7.1.7, guaC",51292,GMP reductase ,1.7.1.7
K00365,uaZ,-1,urate oxidase ,1.7.3.3
K00366,nirA,-1,ferredoxin-nitrite reductase ,1.7.7.1
K00367,narB,-1,ferredoxin-nitrate reductase ,1.7.7.2
K00368,nirK,-1,nitrite reductase (NO-forming) ,1.7.2.1
K00370,"narG, narZ, nxrA",-1,"nitrate reductase / nitrite oxidoreductase, alpha subunit ",1.7.5.1 1.7.99.-
K00371,"narH, narY, nxrB",-1,"nitrate reductase / nitrite oxidoreductase, beta subunit ",1.7.5.1 1.7.99.-
K00372,nasA,-1,assimilatory nitrate reductase catalytic subunit ,1.7.99.-
K00373,"narJ, narW",-1,nitrate reductase molybdenum cofactor assembly chaperone NarJ/NarW,"NA"
K00374,"narI, narV",-1,nitrate reductase gamma subunit ,1.7.5.1 1.7.99.-
K00375,K00375,-1,GntR family transcriptional regulator / MocR family aminotransferase,"NA"
K00376,nosZ,-1,nitrous-oxide reductase ,1.7.2.4
K00380,cysJ,-1,sulfite reductase (NADPH) flavoprotein alpha-component ,1.8.1.2
K00381,cysI,-1,sulfite reductase (NADPH) hemoprotein beta-component ,1.8.1.2
K00382,"DLD, lpd, pdhD",1738,dihydrolipoamide dehydrogenase ,1.8.1.4
K00383,"GSR, gor",2936,glutathione reductase (NADPH) ,1.8.1.7
K00384,"trxB, TRR",-1,thioredoxin reductase (NADPH) ,1.8.1.9
K00385,asrC,-1,anaerobic sulfite reductase subunit C,"NA"
K00386,sorB,-1,sulfite dehydrogenase (cytochrome) subunit B ,1.8.2.1
K00387,SUOX,6821,sulfite oxidase ,1.8.3.1
K00389,yidH,-1,putative membrane protein,"NA"
K00390,cysH,-1,phosphoadenosine phosphosulfate reductase ,1.8.4.8 1.8.4.10
K00392,sir,-1,sulfite reductase (ferredoxin) ,1.8.7.1
K00394,aprA,-1,"adenylylsulfate reductase, subunit A ",1.8.99.2
K00395,aprB,-1,"adenylylsulfate reductase, subunit B ",1.8.99.2
K00399,mcrA,-1,methyl-coenzyme M reductase alpha subunit ,2.8.4.1
K00400,K00400,-1,"methyl coenzyme M reductase system, component A2","NA"
K00401,mcrB,-1,methyl-coenzyme M reductase beta subunit ,2.8.4.1
K00402,mcrG,-1,methyl-coenzyme M reductase gamma subunit ,2.8.4.1
K00404,ccoN,-1,cytochrome c oxidase cbb3-type subunit I ,7.1.1.9
K00405,ccoO,-1,cytochrome c oxidase cbb3-type subunit II,"NA"
K00406,ccoP,-1,cytochrome c oxidase cbb3-type subunit III,"NA"
K00407,ccoQ,-1,cytochrome c oxidase cbb3-type subunit IV,"NA"
K00408,WNT4,54361,"wingless-type MMTV integration site family, member 4","NA"
K00410,fbcH,-1,ubiquinol-cytochrome c reductase cytochrome b/c1 subunit,"NA"
K00411,"UQCRFS1, RIP1, petA",7386,ubiquinol-cytochrome c reductase iron-sulfur subunit ,7.1.1.8
K00412,"CYTB, petB",4519,ubiquinol-cytochrome c reductase cytochrome b subunit,"NA"
K00413,"CYC1, CYT1, petC",1537,ubiquinol-cytochrome c reductase cytochrome c1 subunit,"NA"
K00414,"QCR1, UQCRC1",7384,ubiquinol-cytochrome c reductase core subunit 1,"NA"
K00415,"QCR2, UQCRC2",7385,ubiquinol-cytochrome c reductase core subunit 2,"NA"
K00416,"QCR6, UQCRH",7388,ubiquinol-cytochrome c reductase subunit 6,"NA"
K00416,"QCR6, UQCRH",440567,ubiquinol-cytochrome c reductase subunit 6,"NA"
K00417,"QCR7, UQCRB",7381,ubiquinol-cytochrome c reductase subunit 7,"NA"
K00418,"QCR8, UQCRQ",27089,ubiquinol-cytochrome c reductase subunit 8,"NA"
K00419,"QCR9, UCRC",29796,ubiquinol-cytochrome c reductase subunit 9,"NA"
K00420,"QCR10, UQCR",10975,ubiquinol-cytochrome c reductase subunit 10,"NA"
K00421,lccA,-1,laccase ,1.10.3.2
K00422,E1.10.3.1,-1,polyphenol oxidase ,1.10.3.1
K00423,E1.10.3.3,-1,L-ascorbate oxidase ,1.10.3.3
K00424,cydX,-1,cytochrome bd-I ubiquinol oxidase subunit X ,7.1.1.7
K00425,cydA,-1,cytochrome bd ubiquinol oxidase subunit I ,7.1.1.7
K00426,cydB,-1,cytochrome bd ubiquinol oxidase subunit II ,7.1.1.7
K00427,"lldP, lctP",-1,L-lactate permease,"NA"
K00428,E1.11.1.5,-1,cytochrome c peroxidase ,1.11.1.5
K00430,E1.11.1.7,-1,peroxidase ,1.11.1.7
K00431,TPO,7173,thyroid peroxidase ,1.11.1.8
K00432,"gpx, btuE, bsaA",257202,glutathione peroxidase ,1.11.1.9
K00432,"gpx, btuE, bsaA",2882,glutathione peroxidase ,1.11.1.9
K00432,"gpx, btuE, bsaA",2877,glutathione peroxidase ,1.11.1.9
K00432,"gpx, btuE, bsaA",2878,glutathione peroxidase ,1.11.1.9
K00432,"gpx, btuE, bsaA",2876,glutathione peroxidase ,1.11.1.9
K00432,"gpx, btuE, bsaA",2880,glutathione peroxidase ,1.11.1.9
K00432,"gpx, btuE, bsaA",493869,glutathione peroxidase ,1.11.1.9
K00433,cpo,-1,non-heme chloroperoxidase ,1.11.1.10
K00434,E1.11.1.11,-1,L-ascorbate peroxidase ,1.11.1.11
K00435,hemQ,-1,hydrogen peroxide-dependent heme synthase ,1.3.98.5
K00436,hoxH,-1,"NAD-reducing hydrogenase large subunit ",1.12.1.2
K00437,hydB,-1,[NiFe] hydrogenase large subunit ,1.12.2.1
K00440,frhA,-1,coenzyme F420 hydrogenase subunit alpha ,1.12.98.1
K00441,frhB,-1,coenzyme F420 hydrogenase subunit beta ,1.12.98.1
K00442,frhD,-1,coenzyme F420 hydrogenase subunit delta,"NA"
K00443,frhG,-1,coenzyme F420 hydrogenase subunit gamma ,1.12.98.1
K00444,WNT5,7474,"wingless-type MMTV integration site family, member 5","NA"
K00444,WNT5,81029,"wingless-type MMTV integration site family, member 5","NA"
K00445,WNT6,7475,"wingless-type MMTV integration site family, member 6","NA"
K00446,"dmpB, xylE",-1,"catechol 2,3-dioxygenase ",1.13.11.2
K00448,pcaG,-1,"protocatechuate 3,4-dioxygenase, alpha subunit ",1.13.11.3
K00449,pcaH,-1,"protocatechuate 3,4-dioxygenase, beta subunit ",1.13.11.3
K00450,E1.13.11.4,-1,"gentisate 1,2-dioxygenase ",1.13.11.4
K00451,"HGD, hmgA",3081,"homogentisate 1,2-dioxygenase ",1.13.11.5
K00452,HAAO,23498,"3-hydroxyanthranilate 3,4-dioxygenase ",1.13.11.6
K00453,"TDO2, kynA",6999,"tryptophan 2,3-dioxygenase ",1.13.11.11
K00454,LOX2S,-1,lipoxygenase ,1.13.11.12
K00455,"hpaD, hpcB",-1,"3,4-dihydroxyphenylacetate 2,3-dioxygenase ",1.13.11.15
K00456,CDO1,1036,cysteine dioxygenase ,1.13.11.20
K00457,"HPD, hppD",3242,4-hydroxyphenylpyruvate dioxygenase ,1.13.11.27
K00458,ALOX12,239,arachidonate 12-lipoxygenase ,1.13.11.31
K00459,"ncd2, npd",-1,nitronate monooxygenase ,1.13.12.16
K00460,ALOX15,246,arachidonate 15-lipoxygenase ,1.13.11.33
K00461,ALOX5,240,arachidonate 5-lipoxygenase ,1.13.11.34
K00462,bphC,-1,"biphenyl-2,3-diol 1,2-dioxygenase ",1.13.11.39
K00463,"IDO, INDO",3620,"indoleamine 2,3-dioxygenase ",1.13.11.52
K00463,"IDO, INDO",169355,"indoleamine 2,3-dioxygenase ",1.13.11.52
K00464,diox1,-1,"all-trans-8'-apo-beta-carotenal 15,15'-oxygenase ",1.13.11.75
K00465,CCD1,-1,"carotenoid 9,10(9',10')-cleavage dioxygenase 1 ",1.13.11.-
K00466,iaaM,-1,tryptophan 2-monooxygenase ,1.13.12.3
K00467,E1.13.12.4,-1,lactate 2-monooxygenase ,1.13.12.4
K00468,davB,-1,lysine 2-monooxygenase ,1.13.12.2
K00469,MIOX,55586,inositol oxygenase ,1.13.99.1
K00471,BBOX1,8424,gamma-butyrobetaine dioxygenase ,1.14.11.1
K00472,P4HA,8974,prolyl 4-hydroxylase ,1.14.11.2
K00472,P4HA,283208,prolyl 4-hydroxylase ,1.14.11.2
K00472,P4HA,5033,prolyl 4-hydroxylase ,1.14.11.2
K00473,PLOD1,5351,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 ",1.14.11.4
K00474,TMLHE,55217,trimethyllysine dioxygenase ,1.14.11.8
K00475,F3H,-1,naringenin 3-dioxygenase ,1.14.11.9
K00476,ASPH,444,aspartate beta-hydroxylase ,1.14.11.16
K00477,PHYH,5264,phytanoyl-CoA hydroxylase ,1.14.11.18
K00478,HR,55806,[histone H3]-dimethyl-L-lysine9 demethylase ,1.14.11.65
K00479,gbcA,-1,glycine betaine catabolism A,"NA"
K00480,E1.14.13.1,-1,salicylate hydroxylase ,1.14.13.1
K00481,pobA,-1,p-hydroxybenzoate 3-monooxygenase ,1.14.13.2
K00483,hpaB,-1,4-hydroxyphenylacetate 3-monooxygenase ,1.14.14.9
K00484,hpaC,-1,flavin reductase (NADH) ,1.5.1.36
K00485,FMO,2326,dimethylaniline monooxygenase (N-oxide forming) ,1.14.13.8
K00485,FMO,2327,dimethylaniline monooxygenase (N-oxide forming) ,1.14.13.8
K00485,FMO,2330,dimethylaniline monooxygenase (N-oxide forming) ,1.14.13.8
K00485,FMO,2328,dimethylaniline monooxygenase (N-oxide forming) ,1.14.13.8
K00485,FMO,2329,dimethylaniline monooxygenase (N-oxide forming) ,1.14.13.8
K00486,KMO,8564,kynurenine 3-monooxygenase ,1.14.13.9
K00487,CYP73A,-1,trans-cinnamate 4-monooxygenase ,1.14.14.91
K00488,CYP27A1,1593,cholestanetriol 26-monooxygenase ,1.14.15.15
K00489,CYP7A1,1581,cholesterol 7alpha-monooxygenase ,1.14.14.23
K00490,CYP4F,-1,cytochrome P450 family 4 subfamily F ,1.14.14.1
K00491,nos,-1,"nitric-oxide synthase, bacterial ",1.14.14.47
K00492,tmuM,-1,"1,3,7-trimethyluric acid 5-monooxygenase ",1.14.13.212
K00493,XANG,-1,xanthocillin biosynthesis cytochrome P450 monooxygenase ,1.14.-.-
K00494,luxA,-1,alkanal monooxygenase alpha chain ,1.14.14.3
K00495,CYP71AN24,-1,phenylacetaldehyde oxime monooxygenase ,1.14.14.44
K00496,"alkB1_2, alkM",-1,alkane 1-monooxygenase ,1.14.15.3
K00497,CYP11B1,1584,steroid 11beta-monooxygenase ,1.14.15.4
K00498,CYP11A,1583,cholesterol monooxygenase (side-chain-cleaving) ,1.14.15.6
K00499,CMO,-1,choline monooxygenase ,1.14.15.7
K00500,"phhA, PAH",5053,phenylalanine-4-hydroxylase ,1.14.16.1
K00501,TH,7054,tyrosine 3-monooxygenase ,1.14.16.2
K00502,TPH1_2,121278,tryptophan 5-monooxygenase ,1.14.16.4
K00502,TPH1_2,7166,tryptophan 5-monooxygenase ,1.14.16.4
K00503,DBH,1621,dopamine beta-monooxygenase ,1.14.17.1
K00504,PHM,-1,peptidylglycine monooxygenase ,1.14.17.3
K00505,TYR,7299,tyrosinase ,1.14.18.1
K00506,TYRP1,7306,tyrosinase-related protein 1 ,1.14.18.-
K00507,"SCD, desC",6319,stearoyl-CoA desaturase (Delta-9 desaturase) ,1.14.19.1
K00507,"SCD, desC",79966,stearoyl-CoA desaturase (Delta-9 desaturase) ,1.14.19.1
K00508,E1.14.19.3,-1,linoleoyl-CoA desaturase ,1.14.19.3
K00509,"PTGS1, COX1",5742,prostaglandin-endoperoxide synthase 1 ,1.14.99.1
K00510,HMOX1,3162,heme oxygenase 1 ,1.14.14.18
K00511,"SQLE, ERG1",6713,squalene monooxygenase ,1.14.14.17
K00512,CYP17A,1586,steroid 17alpha-monooxygenase / 17alpha-hydroxyprogesterone deacetylase ,1.14.14.19 1.14.14.32
K00513,CYP21A,1589,steroid 21-monooxygenase ,1.14.14.16
K00514,"ZDS, crtQ",-1,zeta-carotene desaturase ,1.3.5.6
K00515,"BCMO1, BCDO1",53630,"beta-carotene 15,15'-dioxygenase ",1.13.11.63
K00516,E1.14.99.55,-1,lytic starch monooxygenase ,1.14.99.55
K00517,CYP81F,-1,indol-3-yl-methylglucosinolate hydroxylase ,1.14.-.-
K00518,sodN,-1,nickel superoxide dismutase ,1.15.1.1
K00520,merA,-1,mercuric reductase ,1.16.1.1
K00521,E1.16.1.7,-1,ferric-chelate reductase ,1.16.1.7
K00522,FTH1,2495,ferritin heavy chain ,1.16.3.2
K00523,"ascD, ddhD, rfbI",-1,"CDP-4-dehydro-6-deoxyglucose reductase, E3 ",1.17.1.1
K00524,nrdJ,-1,"ribonucleotide reductase, class II ",1.17.4.2
K00525,"E1.17.4.1A, nrdA, nrdE",-1,ribonucleoside-diphosphate reductase alpha chain ,1.17.4.1
K00526,"E1.17.4.1B, nrdB, nrdF",-1,ribonucleoside-diphosphate reductase beta chain ,1.17.4.1
K00527,rtpR,-1,ribonucleoside-triphosphate reductase (thioredoxin) ,1.17.4.2
K00528,fpr,-1,ferredoxin/flavodoxin---NADP+ reductase ,1.18.1.2 1.19.1.1
K00529,hcaD,-1,3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component ,1.18.1.3
K00531,anfG,-1,nitrogenase delta subunit ,1.18.6.1
K00532,E1.12.7.2,-1,ferredoxin hydrogenase ,1.12.7.2
K00533,E1.12.7.2L,-1,ferredoxin hydrogenase large subunit ,1.12.7.2
K00534,E1.12.7.2S,-1,ferredoxin hydrogenase small subunit ,1.12.7.2
K00537,arsC,-1,arsenate reductase (glutaredoxin) ,1.20.4.1
K00540,fqr,-1,F420H(2)-dependent quinone reductase ,1.1.98.-
K00541,NNMT,4837,nicotinamide N-methyltransferase ,2.1.1.1
K00542,GAMT,2593,guanidinoacetate N-methyltransferase ,2.1.1.2
K00543,ASMT,438,acetylserotonin O-methyltransferase ,2.1.1.4
K00544,BHMT,635,betaine-homocysteine S-methyltransferase ,2.1.1.5
K00545,COMT,1312,catechol O-methyltransferase ,2.1.1.6
K00545,COMT,220074,catechol O-methyltransferase ,2.1.1.6
K00546,HNMT,3176,histamine N-methyltransferase ,2.1.1.8
K00547,"mmuM, BHMT2",23743,homocysteine S-methyltransferase ,2.1.1.10
K00548,"metH, MTR",4548,5-methyltetrahydrofolate--homocysteine methyltransferase ,2.1.1.13
K00549,metE,-1,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase ,2.1.1.14
K00550,PLMT,-1,phosphatidyl-N-methylethanolamine N-methyltransferase ,2.1.1.71
K00551,PEMT,10400,phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase ,2.1.1.17 2.1.1.71
K00552,GNMT,27232,glycine N-methyltransferase ,2.1.1.20
K00553,PNMT,5409,phenylethanolamine N-methyltransferase ,2.1.1.28
K00554,trmD,-1,tRNA (guanine37-N1)-methyltransferase ,2.1.1.228
K00555,"TRMT1, trm1",55621,tRNA (guanine26-N2/guanine27-N2)-dimethyltransferase ,2.1.1.215 2.1.1.216
K00556,trmH,-1,tRNA (guanosine-2'-O-)-methyltransferase ,2.1.1.34
K00557,trmA,-1,tRNA (uracil-5-)-methyltransferase ,2.1.1.35
K00558,"DNMT1, dcm",1786,DNA (cytosine-5)-methyltransferase 1 ,2.1.1.37
K00559,"SMT1, ERG6",-1,sterol 24-C-methyltransferase ,2.1.1.41
K00560,"thyA, TYMS",7298,thymidylate synthase ,2.1.1.45
K00561,"ermC, ermA",-1,23S rRNA (adenine-N6)-dimethyltransferase ,2.1.1.184
K00562,"INMT, TEMT",11185,methyltransferase ,2.1.1.49 2.1.1.96
K00563,rlmA1,-1,23S rRNA (guanine745-N1)-methyltransferase ,2.1.1.187
K00564,rsmC,-1,16S rRNA (guanine1207-N2)-methyltransferase ,2.1.1.172
K00565,RNMT,8731,mRNA (guanine-N7-)-methyltransferase ,2.1.1.56
K00566,"mnmA, trmU",-1,tRNA-uridine 2-sulfurtransferase ,2.8.1.13
K00567,"ogt, MGMT",4255,methylated-DNA-[protein]-cysteine S-methyltransferase ,2.1.1.63
K00568,ubiG,-1,2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase ,2.1.1.222 2.1.1.64
K00569,"TPMT, tpmT",7172,thiopurine S-methyltransferase ,2.1.1.67
K00570,pmtA,-1,phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase ,2.1.1.17 2.1.1.71
K00571,E2.1.1.72,-1,site-specific DNA-methyltransferase (adenine-specific) ,2.1.1.72
K00572,WNT7,7476,"wingless-type MMTV integration site family, member 7","NA"
K00572,WNT7,7477,"wingless-type MMTV integration site family, member 7","NA"
K00573,"E2.1.1.77, pcm",5110,protein-L-isoaspartate(D-aspartate) O-methyltransferase ,2.1.1.77
K00574,cfa,-1,cyclopropane-fatty-acyl-phospholipid synthase ,2.1.1.79
K00575,cheR,-1,chemotaxis protein methyltransferase CheR ,2.1.1.80
K00577,mtrA,-1,tetrahydromethanopterin S-methyltransferase subunit A ,2.1.1.86
K00578,mtrB,-1,tetrahydromethanopterin S-methyltransferase subunit B ,2.1.1.86
K00579,mtrC,-1,tetrahydromethanopterin S-methyltransferase subunit C ,2.1.1.86
K00580,mtrD,-1,tetrahydromethanopterin S-methyltransferase subunit D ,2.1.1.86
K00581,mtrE,-1,tetrahydromethanopterin S-methyltransferase subunit E ,2.1.1.86
K00582,mtrF,-1,tetrahydromethanopterin S-methyltransferase subunit F ,2.1.1.86
K00583,mtrG,-1,tetrahydromethanopterin S-methyltransferase subunit G ,2.1.1.86
K00584,mtrH,-1,tetrahydromethanopterin S-methyltransferase subunit H ,2.1.1.86
K00586,DPH5,51611,diphthine methyl ester synthase ,2.1.1.314
K00587,"ICMT, STE14",23463,protein-S-isoprenylcysteine O-methyltransferase ,2.1.1.100
K00588,E2.1.1.104,-1,caffeoyl-CoA O-methyltransferase ,2.1.1.104
K00589,MET1,-1,uroporphyrin-III C-methyltransferase ,2.1.1.107
K00590,E2.1.1.113,-1,site-specific DNA-methyltransferase (cytosine-N4-specific) ,2.1.1.113
K00591,COQ3,51805,polyprenyldihydroxybenzoate methyltransferase / 3-demethylubiquinol 3-O-methyltransferase ,2.1.1.114 2.1.1.64
K00592,RBCMT,-1,[ribulose-bisphosphate carboxylase]/[fructose-bisphosphate aldolase]-lysine N-methyltransferase ,2.1.1.127 2.1.1.259
K00594,"xyoA, aldO",-1,alditol oxidase ,1.1.3.41
K00595,cobL-cbiET,-1,"precorrin-6B C5,15-methyltransferase / cobalt-precorrin-6B C5,C15-methyltransferase ",2.1.1.132 2.1.1.289 2.1.1.196
K00596,E4.1.1.64,-1,"2,2-dialkylglycine decarboxylase (pyruvate) ",4.1.1.64
K00597,MTRR,4552,methionine synthase reductase ,1.16.1.8
K00598,tam,-1,trans-aconitate 2-methyltransferase ,2.1.1.144
K00599,METTL6,131965,tRNA N(3)-methylcytidine methyltransferase METTL6 ,2.1.1.-
K00600,"glyA, SHMT",6472,glycine hydroxymethyltransferase ,2.1.2.1
K00600,"glyA, SHMT",6470,glycine hydroxymethyltransferase ,2.1.2.1
K00601,E2.1.2.2,-1,phosphoribosylglycinamide formyltransferase ,2.1.2.2
K00602,purH,471,phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase ,2.1.2.3 3.5.4.10
K00603,fctD,-1,glutamate formiminotransferase / 5-formyltetrahydrofolate cyclo-ligase ,2.1.2.5 6.3.3.2
K00604,"MTFMT, fmt",123263,methionyl-tRNA formyltransferase ,2.1.2.9
K00605,"gcvT, AMT",275,aminomethyltransferase ,2.1.2.10
K00606,panB,-1,3-methyl-2-oxobutanoate hydroxymethyltransferase ,2.1.2.11
K00607,wbkC,-1,GDP-perosamine N-formyltransferase ,2.1.2.14
K00608,pyrBI,-1,aspartate carbamoyltransferase ,2.1.3.2
K00609,"pyrB, PYR2",-1,aspartate carbamoyltransferase catalytic subunit ,2.1.3.2
K00610,pyrI,-1,aspartate carbamoyltransferase regulatory subunit,"NA"
K00611,"OTC, argF, argI",5009,ornithine carbamoyltransferase ,2.1.3.3
K00612,nodU,-1,carbamoyltransferase ,2.1.3.-
K00613,GATM,2628,glycine amidinotransferase ,2.1.4.1
K00614,"CSKMT, METTL12",751071,citrate synthase lysine N-methyltransferase ,2.1.1.-
K00615,"E2.2.1.1, tktA, tktB",7086,transketolase ,2.2.1.1
K00615,"E2.2.1.1, tktA, tktB",84076,transketolase ,2.2.1.1
K00615,"E2.2.1.1, tktA, tktB",8277,transketolase ,2.2.1.1
K00616,"E2.2.1.2, talA, talB",6888,transaldolase ,2.2.1.2
K00617,sftT,-1,6-deoxy-6-sulfo-D-fructose transaldolase ,2.2.1.14
K00618,ARG2,-1,amino-acid N-acetyltransferase ,2.3.1.1
K00619,argA,-1,amino-acid N-acetyltransferase ,2.3.1.1
K00620,argJ,-1,glutamate N-acetyltransferase / amino-acid N-acetyltransferase ,2.3.1.35 2.3.1.1
K00621,"GNPNAT1, GNA1",64841,glucosamine-phosphate N-acetyltransferase ,2.3.1.4
K00622,nat,10,arylamine N-acetyltransferase ,2.3.1.5
K00622,nat,9,arylamine N-acetyltransferase ,2.3.1.5
K00623,CHAT,1103,choline O-acetyltransferase ,2.3.1.6
K00624,E2.3.1.7,1384,carnitine O-acetyltransferase ,2.3.1.7
K00625,"E2.3.1.8, pta",-1,phosphate acetyltransferase ,2.3.1.8
K00626,"ACAT, atoB",39,acetyl-CoA C-acetyltransferase ,2.3.1.9
K00626,"ACAT, atoB",38,acetyl-CoA C-acetyltransferase ,2.3.1.9
K00627,"DLAT, aceF, pdhC",1737,pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) ,2.3.1.12
K00628,GLYAT,10249,glycine N-acyltransferase / glycine N-benzoyltransferase ,2.3.1.13 2.3.1.71
K00629,GPAT1_2,57678,glycerol-3-phosphate O-acyltransferase 1/2 ,2.3.1.15
K00629,GPAT1_2,150763,glycerol-3-phosphate O-acyltransferase 1/2 ,2.3.1.15
K00630,ATS1,-1,glycerol-3-phosphate O-acyltransferase ,2.3.1.15
K00631,plsB,-1,glycerol-3-phosphate O-acyltransferase ,2.3.1.15
K00632,"fadA, fadI",-1,acetyl-CoA acyltransferase ,2.3.1.16
K00633,lacA,-1,galactoside O-acetyltransferase ,2.3.1.18
K00634,ptb,-1,phosphate butyryltransferase ,2.3.1.19
K00635,"tgs, wax-dgat",-1,diacylglycerol O-acyltransferase / wax synthase ,2.3.1.20 2.3.1.75
K00637,SOAT,8435,sterol O-acyltransferase ,2.3.1.26
K00637,SOAT,6646,sterol O-acyltransferase ,2.3.1.26
K00638,catB,-1,chloramphenicol O-acetyltransferase type B ,2.3.1.28
K00639,"kbl, GCAT",23464,glycine C-acetyltransferase ,2.3.1.29
K00640,cysE,-1,serine O-acetyltransferase ,2.3.1.30
K00641,metX,-1,homoserine O-acetyltransferase/O-succinyltransferase ,2.3.1.31 2.3.1.46
K00643,"E2.3.1.37, ALAS",211,5-aminolevulinate synthase ,2.3.1.37
K00643,"E2.3.1.37, ALAS",212,5-aminolevulinate synthase ,2.3.1.37
K00645,"fabD, MCAT, MCT1",27349,[acyl-carrier-protein] S-malonyltransferase ,2.3.1.39
K00646,pksF,-1,malonyl-ACP decarboxylase,"NA"
K00647,fabB,-1,3-oxoacyl-[acyl-carrier-protein] synthase I ,2.3.1.41
K00648,fabH,-1,3-oxoacyl-[acyl-carrier-protein] synthase III ,2.3.1.180
K00649,GNPAT,8443,glyceronephosphate O-acyltransferase ,2.3.1.42
K00650,LCAT,3931,lecithin-cholesterol acyltransferase ,2.3.1.43
K00651,metA,-1,homoserine O-succinyltransferase/O-acetyltransferase ,2.3.1.46 2.3.1.31
K00652,bioF,-1,8-amino-7-oxononanoate synthase ,2.3.1.47
K00653,CDY,253175,chromodomain protein Y ,2.3.1.48
K00653,CDY,9426,chromodomain protein Y ,2.3.1.48
K00653,CDY,9085,chromodomain protein Y ,2.3.1.48
K00653,CDY,203611,chromodomain protein Y ,2.3.1.48
K00653,CDY,124359,chromodomain protein Y ,2.3.1.48
